,album,artist_name,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,explicit,mode,popularity,duration_ms,Unnamed: 0
105,Loose,Jack Harlow,2,4tKHuFDO2ZW9fptU53fmm9,NUN FREE (feat. 2forwOyNE),spotify:track:4tKHuFDO2ZW9fptU53fmm9,0.059,0.682,0.534,0.123,0.208,-5.831,0.041,166.09,0.446,True,1,53,208193,
106,Loose,Jack Harlow,3,4BZEJCAEAso8QHGYbeviY8,PICKYOURPHONEUP (feat. K CAMP),spotify:track:4BZEJCAEAso8QHGYbeviY8,0.313,0.79,0.501,2.12e-05,0.105,-8.452,0.171,95.53,0.546,True,1,57,201301,
107,Loose,Jack Harlow,4,2qQaKDFsY2GuYUandZdgiC,SLIDE FOR ME,spotify:track:2qQaKDFsY2GuYUandZdgiC,0.0288,0.68,0.694,0.0,0.196,-7.299,0.104,146.014,0.58,True,1,55,184110,
108,Loose,Jack Harlow,5,0XcmRDeHawnaIYRIKW1vMo,CODY BANKS,spotify:track:0XcmRDeHawnaIYRIKW1vMo,0.723,0.765,0.618,0.00015,0.111,-8.74,0.377,188.936,0.671,True,1,58,152381,
109,Loose,Jack Harlow,6,1AVm6MTy8qpaFi0gAa7Hlw,SYLVIA (feat. 2forwOyNE),spotify:track:1AVm6MTy8qpaFi0gAa7Hlw,0.0235,0.837,0.64,3.62e-05,0.112,-7.819,0.0464,85.0,0.387,True,0,57,225882,
110,Loose,Jack Harlow,7,3KMiBz7bEb7C0vk7s0vCa3,LIKE THIS,spotify:track:3KMiBz7bEb7C0vk7s0vCa3,0.169,0.737,0.682,0.000729,0.122,-5.924,0.104,180.026,0.373,True,1,54,224000,
111,Loose,Jack Harlow,8,4gfv0mYZvVXDJNRt8UjA1q,9TH GRADE,spotify:track:4gfv0mYZvVXDJNRt8UjA1q,0.0394,0.88,0.565,0.0,0.108,-6.242,0.259,82.008,0.496,True,1,54,216585,
112,Loose,Jack Harlow,9,4JCJg939E91gWg8UMLUGUv,CAN'T CALL IT,spotify:track:4JCJg939E91gWg8UMLUGUv,0.0376,0.734,0.515,1.12e-05,0.0694,-6.83,0.0444,154.076,0.0723,True,1,43,149610,
113,Loose,Jack Harlow,10,19wtw9FEDtbf5z9p5KDCy9,DRIP DROP (feat. Cyhi The Prynce),spotify:track:19wtw9FEDtbf5z9p5KDCy9,0.127,0.673,0.502,0.0,0.103,-6.645,0.432,99.013,0.349,True,1,57,203613,
114,Loose,Jack Harlow,11,7znMNt4SWNyheMtwgzvUzK,KNACK FOR IT,spotify:track:7znMNt4SWNyheMtwgzvUzK,0.156,0.792,0.421,0.0042,0.112,-8.03,0.0703,89.994,0.542,True,1,57,149333,
115,Loose,Jack Harlow,12,3JfkTPWWvdVB3eNG2xijTZ,VACATE (feat. Taylor),spotify:track:3JfkTPWWvdVB3eNG2xijTZ,0.519,0.758,0.537,0.0,0.107,-5.802,0.128,75.012,0.661,True,1,52,185600,
116,Loose,Jack Harlow,13,1fvxGemZSzYnYvusGVCmJ8,TOO MUCH,spotify:track:1fvxGemZSzYnYvusGVCmJ8,0.34,0.815,0.719,0.0,0.285,-4.77,0.0508,134.02,0.474,True,0,50,215136,
117,Gazebo,Jack Harlow,1,0fDeuARLjhZ3YeZV6oNwbG,Eastern Parkway,spotify:track:0fDeuARLjhZ3YeZV6oNwbG,0.442,0.629,0.635,0.000688,0.0826,-5.759,0.358,179.979,0.765,True,1,56,186840,
118,Gazebo,Jack Harlow,2,2VNebIXRUtdFiSbIhp8DUe,Routine,spotify:track:2VNebIXRUtdFiSbIhp8DUe,0.572,0.711,0.558,0.0,0.144,-7.148,0.263,140.008,0.608,True,0,52,211495,
119,Death Race For Love (Bonus Track Version),Juice WRLD,1,3T06rGO2dVEntMvym0vpQu,Empty,spotify:track:3T06rGO2dVEntMvym0vpQu,0.0758,0.746,0.561,0.0,0.132,-4.869,0.0526,77.535,0.463,True,1,81,248431,
120,Gazebo,Jack Harlow,3,6pFkhWbwPKe5py6CaFO7d3,OnnaWay,spotify:track:6pFkhWbwPKe5py6CaFO7d3,0.111,0.774,0.409,0.0,0.128,-11.156,0.205,115.143,0.485,True,1,53,216640,
121,Death Race For Love (Bonus Track Version),Juice WRLD,2,55XOUxXsBBbC07PD3Zml3F,Maze,spotify:track:55XOUxXsBBbC07PD3Zml3F,0.125,0.674,0.726,1.56e-06,0.115,-3.813,0.141,160.067,0.443,True,0,75,144090,
122,Death Race For Love (Bonus Track Version),Juice WRLD,3,39HsFsNfFYZdpnQfq8lbS3,HeMotions,spotify:track:39HsFsNfFYZdpnQfq8lbS3,0.672,0.562,0.755,0.0,0.106,-7.201,0.26,163.936,0.333,True,1,71,187211,
123,Gazebo,Jack Harlow,4,4cbEOjvilRMDX0YML5YPWi,Wasted Youth,spotify:track:4cbEOjvilRMDX0YML5YPWi,0.335,0.779,0.519,0.0,0.101,-7.698,0.426,159.953,0.358,True,1,54,166267,
124,Gazebo,Jack Harlow,5,4ZcNvmJnO7l0xbm13qRcc5,Detox,spotify:track:4ZcNvmJnO7l0xbm13qRcc5,0.00483,0.745,0.427,0.0,0.0993,-5.353,0.0907,140.011,0.345,True,1,53,198933,
125,Death Race For Love (Bonus Track Version),Juice WRLD,4,06GhyyKkQrMO73qVArgQVH,Demonz (feat. Brent Faiyaz) - Interlude,spotify:track:06GhyyKkQrMO73qVArgQVH,0.268,0.499,0.309,0.279,0.127,-11.389,0.0605,169.542,0.18,True,1,67,95267,
126,Death Race For Love (Bonus Track Version),Juice WRLD,5,5WQrDB34o6M8V0jxNiX6RU,Fast,spotify:track:5WQrDB34o6M8V0jxNiX6RU,0.426,0.623,0.607,0.0,0.105,-5.937,0.0435,84.982,0.263,True,0,77,208518,
127,Death Race For Love (Bonus Track Version),Juice WRLD,6,2MFFrpPKrGnyJuVjcfdm4w,Hear Me Calling,spotify:track:2MFFrpPKrGnyJuVjcfdm4w,0.308,0.699,0.687,3.63e-05,0.121,-3.997,0.106,88.933,0.499,True,0,75,189977,
128,Death Race For Love (Bonus Track Version),Juice WRLD,7,59654ZK5g8mq1Z6E34qBXp,Big,spotify:track:59654ZK5g8mq1Z6E34qBXp,0.0645,0.762,0.642,0.0,0.0912,-6.197,0.111,145.028,0.234,True,1,67,224063,
129,Gazebo,Jack Harlow,8,6OxyOevBbHpYDsJL1RaVuT,Dark Knight,spotify:track:6OxyOevBbHpYDsJL1RaVuT,0.0501,0.9,0.432,1.23e-06,0.111,-8.249,0.091,135.047,0.155,True,1,58,135747,
130,Death Race For Love (Bonus Track Version),Juice WRLD,8,6iaSML1PIYq936g62BDtBq,Robbery,spotify:track:6iaSML1PIYq936g62BDtBq,0.328,0.623,0.692,0.0,0.153,-5.122,0.0504,79.899,0.566,True,1,86,240051,
131,Gazebo,Jack Harlow,9,4Kzl6XQSKPgjCZo6vaKQao,Maybe,spotify:track:4Kzl6XQSKPgjCZo6vaKQao,0.101,0.631,0.645,0.0,0.103,-8.012,0.21,76.042,0.208,True,0,42,221040,
132,Gazebo,Jack Harlow,10,5MfyPkEbskWFKuQWL3Eto0,Woyne’s Outro,spotify:track:5MfyPkEbskWFKuQWL3Eto0,0.457,0.425,0.598,5.1e-05,0.108,-7.505,0.662,193.459,0.246,True,0,38,234947,
133,Death Race For Love (Bonus Track Version),Juice WRLD,9,0flSGzqHO12p9fU9kqaHGE,Flaws And Sins,spotify:track:0flSGzqHO12p9fU9kqaHGE,0.00966,0.709,0.662,0.0,0.108,-4.55,0.0767,150.047,0.439,True,1,77,218349,
134,Death Race For Love (Bonus Track Version),Juice WRLD,10,2uTrdatngtB000duMrfbiV,Feeling,spotify:track:2uTrdatngtB000duMrfbiV,0.234,0.711,0.515,0.0,0.205,-6.004,0.0856,159.968,0.563,True,0,75,201920,
135,18,Jack Harlow,1,0bqSbpLEjgTdkc6GblR4EV,The Chosen One,spotify:track:0bqSbpLEjgTdkc6GblR4EV,0.26,0.736,0.713,0.0,0.193,-8.75,0.617,106.159,0.68,True,1,43,181132,
136,18,Jack Harlow,2,6rUG0w0dRTZERP2nWvlk7w,Got Me Thinking,spotify:track:6rUG0w0dRTZERP2nWvlk7w,0.0687,0.828,0.574,0.0,0.106,-6.081,0.165,128.093,0.335,True,1,55,240000,
137,Death Race For Love (Bonus Track Version),Juice WRLD,11,1oWM79mUVdZGCGYjSirHZR,Bandit (with YoungBoy Never Broke Again),spotify:track:1oWM79mUVdZGCGYjSirHZR,0.0687,0.474,0.631,0.0,0.132,-5.884,0.343,180.056,0.424,True,0,73,189323,
138,18,Jack Harlow,3,05YWwf91PR4BxqxAXZGjSa,Ice Cream,spotify:track:05YWwf91PR4BxqxAXZGjSa,0.4,0.943,0.625,0.0,0.138,-7.925,0.299,110.08,0.321,True,0,52,157091,
139,Death Race For Love (Bonus Track Version),Juice WRLD,12,7yKSPAeiLHVJFSkJacPTmJ,Syphilis,spotify:track:7yKSPAeiLHVJFSkJacPTmJ,0.0703,0.782,0.659,0.0,0.168,-3.103,0.249,148.027,0.337,True,1,69,131761,
140,18,Jack Harlow,4,6DV2TP1U3yBHnDBLdxNyoi,I'm Good,spotify:track:6DV2TP1U3yBHnDBLdxNyoi,0.0146,0.503,0.704,0.0,0.0586,-5.726,0.465,75.874,0.582,True,0,44,189473,
141,Death Race For Love (Bonus Track Version),Juice WRLD,13,2xwwY0EN7dtnXzMU8xRDxX,Who Shot Cupid?,spotify:track:2xwwY0EN7dtnXzMU8xRDxX,0.0558,0.757,0.932,0.0,0.097,-2.809,0.0372,125.99,0.591,True,1,73,214246,
142,18,Jack Harlow,5,6MCRb24oubYOYzNxjQ2PET,Obsessed (feat. Otis Junior & Nemo Achida),spotify:track:6MCRb24oubYOYzNxjQ2PET,0.101,0.891,0.505,0.0,0.116,-6.942,0.0503,121.994,0.344,True,1,42,204590,
143,Death Race For Love (Bonus Track Version),Juice WRLD,14,4UBKe75v9DYcehHirq4ot4,Ring Ring (with Rvssian feat. Clever),spotify:track:4UBKe75v9DYcehHirq4ot4,0.0768,0.581,0.673,0.0,0.4,-4.421,0.0549,160.075,0.621,True,0,73,171817,
144,Death Race For Love (Bonus Track Version),Juice WRLD,15,0C3gyphZJY83XplEHz30m0,Desire,spotify:track:0C3gyphZJY83XplEHz30m0,0.106,0.598,0.768,0.0,0.107,-4.713,0.0484,148.007,0.206,True,0,69,189813,
145,Death Race For Love (Bonus Track Version),Juice WRLD,16,2wkej79m7pKn0iTljW929c,Out My Way,spotify:track:2wkej79m7pKn0iTljW929c,0.107,0.665,0.832,0.0,0.776,-3.166,0.34,164.147,0.498,True,0,68,156621,
146,18,Jack Harlow,7,3buQGKqVsWEaYibrbViaCx,Magazine,spotify:track:3buQGKqVsWEaYibrbViaCx,0.076,0.727,0.656,0.0,0.0778,-7.078,0.322,155.193,0.24,True,1,41,179613,
147,18,Jack Harlow,8,4Ja2buRuXPT8uv26JgqCK9,Never Woulda Known (feat. Johnny Spanish),spotify:track:4Ja2buRuXPT8uv26JgqCK9,0.12,0.907,0.553,0.0,0.123,-7.595,0.274,89.991,0.783,True,0,39,203076,
148,Death Race For Love (Bonus Track Version),Juice WRLD,17,1n4eqIG0RRUCuPT4vnsVlv,The Bees Knees,spotify:track:1n4eqIG0RRUCuPT4vnsVlv,0.125,0.427,0.724,0.0,0.749,-4.751,0.0844,140.027,0.289,True,1,70,325810,
149,Death Race For Love (Bonus Track Version),Juice WRLD,18,5euYMGygjq2IAfpzOD08Qb,ON GOD (feat. Young Thug),spotify:track:5euYMGygjq2IAfpzOD08Qb,0.0926,0.798,0.723,0.0,0.112,-6.231,0.0601,145.992,0.338,True,0,68,250272,
150,Death Race For Love (Bonus Track Version),Juice WRLD,19,0yQCHkrxQDVyMc5I8D65yC,10 Feet,spotify:track:0yQCHkrxQDVyMc5I8D65yC,0.466,0.675,0.682,0.000593,0.263,-7.698,0.184,104.014,0.525,True,0,69,212312,
151,Death Race For Love (Bonus Track Version),Juice WRLD,20,2c3zMPsSmGkXCLQwCQqdhz,Won’t Let Go,spotify:track:2c3zMPsSmGkXCLQwCQqdhz,0.0563,0.618,0.791,0.0,0.233,-4.292,0.0519,150.068,0.653,True,0,68,200137,
152,Death Race For Love (Bonus Track Version),Juice WRLD,21,6bfJggd4HFdzHzvZLQ5EDX,She’s The One,spotify:track:6bfJggd4HFdzHzvZLQ5EDX,0.308,0.621,0.804,0.0,0.297,-5.502,0.225,155.984,0.396,True,0,67,188837,
153,Death Race For Love (Bonus Track Version),Juice WRLD,22,07Grx6opd6FcevHB0MG3r8,Rider,spotify:track:07Grx6opd6FcevHB0MG3r8,0.216,0.584,0.815,0.0,0.413,-4.257,0.0365,140.028,0.451,True,1,69,192094,
154,Death Race For Love (Bonus Track Version),Juice WRLD,23,1goNZsIE8w3NQOzlP40veh,Make Believe,spotify:track:1goNZsIE8w3NQOzlP40veh,0.123,0.465,0.841,0.0,0.138,-4.35,0.0724,83.965,0.672,True,1,74,142026,
155,2020 (Deluxe),Bon Jovi,10,6ZzG0UgmY6kl13n1bvXlyj,Unbroken,spotify:track:6ZzG0UgmY6kl13n1bvXlyj,0.0801,0.327,0.663,0.0,0.102,-5.931,0.0397,107.72,0.399,False,1,35,367427,
156,2020 (Deluxe),Bon Jovi,11,7rlS0bOevtBDWXn4hKI27n,Do What You Can - Bonus Track,spotify:track:7rlS0bOevtBDWXn4hKI27n,0.0141,0.435,0.858,2.61e-05,0.108,-4.12,0.0421,172.044,0.655,False,1,39,252905,
157,2020 (Deluxe),Bon Jovi,12,3WmHe47OV7GWPZ4dPrjVsZ,Shine - Bonus Track,spotify:track:3WmHe47OV7GWPZ4dPrjVsZ,0.0991,0.447,0.48,7.53e-06,0.109,-7.401,0.0252,95.978,0.273,False,1,35,325720,
158,2020 (Deluxe),Bon Jovi,13,1v9mopiwOnlCQL78O9o9bt,Luv Can - Bonus Track,spotify:track:1v9mopiwOnlCQL78O9o9bt,0.231,0.528,0.595,0.000316,0.0874,-7.485,0.032,109.975,0.186,False,1,37,357467,
159,2020,Bon Jovi,2,1wyNHA5W2qc0iIy5Jmk2Qn,Do What You Can,spotify:track:1wyNHA5W2qc0iIy5Jmk2Qn,0.0125,0.348,0.77,2.99e-06,0.281,-5.304,0.0359,172.09,0.775,False,1,44,259693,
160,2020,Bon Jovi,3,44ODdMjF3x4L5sdg24XVZ3,American Reckoning,spotify:track:44ODdMjF3x4L5sdg24XVZ3,0.205,0.591,0.432,5.42e-06,0.103,-8.71,0.0254,107.991,0.125,False,1,50,281960,
161,2020,Bon Jovi,4,7e8QopTmT5YBLJD7wJ8Tmo,Beautiful Drug,spotify:track:7e8QopTmT5YBLJD7wJ8Tmo,0.00097,0.506,0.957,0.000307,0.082,-5.197,0.0612,116.013,0.571,False,0,43,228360,
162,2020,Bon Jovi,5,4QlgPeQMLnjNwrcKgb4aib,Story Of Love,spotify:track:4QlgPeQMLnjNwrcKgb4aib,0.19,0.535,0.436,0.00111,0.0983,-7.775,0.024,77.555,0.251,False,1,48,349547,
163,2020,Bon Jovi,6,5PZM7nhn6OyxMQHrYmZsWo,Let It Rain,spotify:track:5PZM7nhn6OyxMQHrYmZsWo,0.000761,0.527,0.831,1.58e-05,0.149,-5.68,0.0447,120.063,0.345,False,1,40,279427,
164,2020,Bon Jovi,7,5WfQWtwxXObS8hP03i7Rex,Lower The Flag,spotify:track:5WfQWtwxXObS8hP03i7Rex,0.702,0.545,0.468,1.97e-05,0.16,-9.932,0.034,175.83,0.434,False,1,38,295040,
165,2020,Bon Jovi,8,1iHtwobAeSdghM6mlHq6tF,Blood In The Water,spotify:track:1iHtwobAeSdghM6mlHq6tF,0.112,0.464,0.478,2.28e-06,0.114,-7.345,0.0259,148.081,0.149,False,1,39,357840,
166,2020,Bon Jovi,9,4UeVmR7InMMUBm38q99AC3,Brothers In Arms,spotify:track:4UeVmR7InMMUBm38q99AC3,8.75e-05,0.571,0.945,3.36e-06,0.32,-5.523,0.046,117.986,0.533,False,1,37,252733,
167,The Rarities Collection,Jon Bon Jovi,1,1maXlP84s7gFxsiYashA0e,These Days,spotify:track:1maXlP84s7gFxsiYashA0e,0.0524,0.383,0.64,0.0,0.102,-5.076,0.0282,137.114,0.445,False,1,24,324093,
168,The Rarities Collection,Jon Bon Jovi,2,3wZAw2JgVeaRFAL1muCB1H,Keep The Faith,spotify:track:3wZAw2JgVeaRFAL1muCB1H,0.0167,0.349,0.891,0.00032,0.941,-8.356,0.0772,119.473,0.344,False,1,22,345733,
169,The Rarities Collection,Jon Bon Jovi,3,2mugmE85jnJ9Aa4UsK3mVg,I Don't Like Mondays,spotify:track:2mugmE85jnJ9Aa4UsK3mVg,0.634,0.403,0.539,0.0,0.977,-10.109,0.0487,136.896,0.434,False,1,22,281453,
170,The Rarities Collection,Jon Bon Jovi,4,4iPB9XpUSTH3rStONxYuax,Save The Last Dance For Me,spotify:track:4iPB9XpUSTH3rStONxYuax,0.683,0.573,0.392,0.0,0.419,-12.319,0.0309,114.527,0.357,False,1,23,165573,
171,The Rarities Collection,Jon Bon Jovi,6,0Z7ngjs1ngdCcqMVn4Zkcs,Something For The Pain,spotify:track:0Z7ngjs1ngdCcqMVn4Zkcs,0.0472,0.385,0.803,0.0,0.976,-7.697,0.0464,102.66,0.307,False,1,20,273307,
172,Goodbye & Good Riddance,Juice WRLD,1,7LoWAhcGbxSkT6trTqXQR6,Intro,spotify:track:7LoWAhcGbxSkT6trTqXQR6,0.93,0.558,0.384,6.79e-05,0.604,-13.644,0.143,75.956,0.829,True,0,62,74866,
173,Goodbye & Good Riddance,Juice WRLD,2,4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,spotify:track:4VXIryQMWpIdGgYR4TrjT1,0.0769,0.671,0.529,0.000335,0.0856,-7.226,0.307,161.989,0.203,True,1,88,165820,
174,The Rarities Collection,Jon Bon Jovi,8,7w5N2UMEJ6c51tVxNNQlsS,I'll Sleep When I'm Dead,spotify:track:7w5N2UMEJ6c51tVxNNQlsS,0.548,0.302,0.901,0.0,0.934,-2.789,0.0392,136.446,0.58,False,1,19,245413,
175,Goodbye & Good Riddance,Juice WRLD,3,285pBltuF7vW8TeWk8hdRR,Lucid Dreams,spotify:track:285pBltuF7vW8TeWk8hdRR,0.349,0.511,0.566,0.0,0.34,-7.23,0.2,83.903,0.218,True,0,89,239836,
176,The Rarities Collection,Jon Bon Jovi,9,5425Id445nPp6TpjMapDHc,Livin' On A Prayer,spotify:track:5425Id445nPp6TpjMapDHc,0.572,0.301,0.783,0.0,0.849,-3.057,0.0371,120.128,0.342,False,0,21,307000,
177,The Rarities Collection,Jon Bon Jovi,10,6eX1kcOQlL7vdZKBcCyVVO,Wanted Dead Or Alive,spotify:track:6eX1kcOQlL7vdZKBcCyVVO,0.49,0.23,0.783,0.0,0.911,-3.032,0.0385,78.844,0.336,False,1,20,312147,
178,Goodbye & Good Riddance,Juice WRLD,4,1a7WZZZH7LzyvorhpOJFTe,Wasted (feat. Lil Uzi Vert),spotify:track:1a7WZZZH7LzyvorhpOJFTe,0.0381,0.742,0.579,0.0,0.0952,-5.024,0.202,144.994,0.502,True,1,84,258475,
179,The Rarities Collection,Jon Bon Jovi,11,060EbekVe88oybwTh9MfwX,Someday I'll Be Saturday Night,spotify:track:060EbekVe88oybwTh9MfwX,0.351,0.42,0.832,0.0,0.769,-2.892,0.0335,136.854,0.499,False,1,20,289213,
180,Goodbye & Good Riddance,Juice WRLD,5,5wujBwqG7INdStqGd4tRMX,Armed And Dangerous,spotify:track:5wujBwqG7INdStqGd4tRMX,0.186,0.736,0.67,0.0,0.114,-6.702,0.311,130.032,0.845,True,1,83,169999,
181,Goodbye & Good Riddance,Juice WRLD,6,1fCeXjoRExPP2qwSBh2aST,Black & White,spotify:track:1fCeXjoRExPP2qwSBh2aST,0.0802,0.776,0.736,0.0,0.159,-4.612,0.247,147.946,0.233,True,1,80,186945,
182,The Rarities Collection,Jon Bon Jovi,12,6RyP5gv3kJZeW6eTNpeUa0,Helter Skelter,spotify:track:6RyP5gv3kJZeW6eTNpeUa0,0.246,0.114,0.951,0.0,0.515,-5.541,0.0631,170.075,0.219,False,1,19,94707,
183,Goodbye & Good Riddance,Juice WRLD,7,3oDkdAySo1VQQG0ptV7uwa,Lean Wit Me,spotify:track:3oDkdAySo1VQQG0ptV7uwa,0.0414,0.665,0.651,0.0,0.0896,-5.515,0.156,163.935,0.237,True,1,83,175755,
184,Goodbye & Good Riddance,Juice WRLD,8,0INehbMZOFPnaPBAjK97i3,I'll Be Fine,spotify:track:0INehbMZOFPnaPBAjK97i3,0.000616,0.523,0.678,0.0,0.142,-6.071,0.0692,159.909,0.277,True,1,76,244194,
185,The Rarities Collection,Jon Bon Jovi,14,2ARrXyJM6wJV9lLe0zaBGd,Hey God,spotify:track:2ARrXyJM6wJV9lLe0zaBGd,0.346,0.191,0.895,0.000222,0.988,-5.427,0.0777,134.876,0.314,False,1,18,377880,
186,Goodbye & Good Riddance,Juice WRLD,9,0WZFN4E8HrmGUU0EMyKQ8c,Used To,spotify:track:0WZFN4E8HrmGUU0EMyKQ8c,0.0963,0.631,0.709,0.0,0.376,-4.666,0.0505,84.504,0.2,True,1,77,176443,
187,The Rarities Collection,Jon Bon Jovi,15,6FtdxOK9oSsw6JyGG5JGf6,Baby What You Want Me To Do,spotify:track:6FtdxOK9oSsw6JyGG5JGf6,0.861,0.426,0.502,0.0193,0.113,-6.432,0.0317,66.091,0.436,False,1,17,99693,
188,The Rarities Collection,Jon Bon Jovi,16,0FtkSxJgLF7AEthLkXJX6o,Stranger In This Town,spotify:track:0FtkSxJgLF7AEthLkXJX6o,0.947,0.558,0.233,4.16e-05,0.18,-7.778,0.0389,134.835,0.363,False,1,18,144320,
189,Goodbye & Good Riddance,Juice WRLD,10,1wa6QQsdSE3X2GbRljGpFk,Candles,spotify:track:1wa6QQsdSE3X2GbRljGpFk,0.373,0.715,0.574,0.0,0.174,-6.236,0.0817,157.0,0.337,True,1,76,183703,
190,Goodbye & Good Riddance,Juice WRLD,11,49QVOdWgGagzLrThkIqtK6,Scared Of Love,spotify:track:49QVOdWgGagzLrThkIqtK6,0.032,0.642,0.562,0.0,0.168,-4.869,0.0812,158.001,0.177,True,0,76,170539,
191,The Rarities Collection,Jon Bon Jovi,17,3lR4pT3FU94VNz8BY7KnVe,We All Sleep Alone,spotify:track:3lR4pT3FU94VNz8BY7KnVe,0.942,0.565,0.236,0.0721,0.115,-8.479,0.038,116.013,0.206,False,1,18,115600,
192,Goodbye & Good Riddance,Juice WRLD,12,3XRQT7EoS4U87rUuJwg5P3,Hurt Me,spotify:track:3XRQT7EoS4U87rUuJwg5P3,0.128,0.62,0.451,0.0,0.373,-7.623,0.17,156.906,0.294,True,1,75,122285,
193,This House Is Not For Sale,Bon Jovi,1,3Uhd4babE2JFXf8dnTRrX9,When We Were Us,spotify:track:3Uhd4babE2JFXf8dnTRrX9,0.000829,0.489,0.922,1.09e-06,0.133,-5.209,0.0526,136.041,0.404,False,1,44,214493,
194,Goodbye & Good Riddance,Juice WRLD,13,19m3E0nMZobyA93AxMXC32,I'm Still,spotify:track:19m3E0nMZobyA93AxMXC32,0.0811,0.631,0.672,0.0,0.154,-4.583,0.0347,119.948,0.282,True,1,75,192859,
195,Goodbye & Good Riddance,Juice WRLD,14,24BNgrtp6Fag4M5BQPEgsV,End Of The Road,spotify:track:24BNgrtp6Fag4M5BQPEgsV,0.0568,0.373,0.717,0.0,0.114,-5.833,0.083,109.977,0.293,True,0,74,162981,
196,This House Is Not For Sale,Bon Jovi,3,4EcFiXdtuKbUwPB5XgTk4Z,This House Is Not For Sale,spotify:track:4EcFiXdtuKbUwPB5XgTk4Z,0.000164,0.516,0.821,4.1e-06,0.159,-3.481,0.0468,122.009,0.693,False,1,57,216587,
197,Goodbye & Good Riddance,Juice WRLD,15,17Cs25j5Ui6X6W4Hk1kAyC,Long Gone,spotify:track:17Cs25j5Ui6X6W4Hk1kAyC,0.208,0.794,0.459,7.17e-06,0.12,-7.404,0.0941,149.033,0.266,True,1,71,187007,
198,This House Is Not For Sale,Bon Jovi,4,4a6SEGRlz1R3vSejRsrj24,Living With The Ghost,spotify:track:4a6SEGRlz1R3vSejRsrj24,8.35e-05,0.375,0.85,0.000278,0.342,-3.841,0.0519,129.186,0.111,False,1,47,284947,
199,This House Is Not For Sale,Bon Jovi,5,1uAw6LlmN91Xmev3jZbJ8z,Knockout,spotify:track:1uAw6LlmN91Xmev3jZbJ8z,0.000834,0.533,0.944,0.0,0.208,-3.699,0.0917,138.009,0.448,False,1,45,209053,
200,Goodbye & Good Riddance,Juice WRLD,16,1p7DC2sFe7aJdO1RZdO3tC,Betrayal - Skit,spotify:track:1p7DC2sFe7aJdO1RZdO3tC,0.786,0.637,0.476,4.27e-06,0.939,-18.382,0.544,91.872,0.262,True,1,61,64194,
201,Goodbye & Good Riddance,Juice WRLD,17,4TlZtoFcV9fKSxs3RVy9Td,Karma - Skit,spotify:track:4TlZtoFcV9fKSxs3RVy9Td,0.933,0.652,0.218,5.11e-05,0.591,-18.186,0.206,114.424,0.688,True,1,61,74590,
202,This House Is Not For Sale,Bon Jovi,6,13zjvu6y8AJSrYmsEhzUCd,Labor Of Love,spotify:track:13zjvu6y8AJSrYmsEhzUCd,0.307,0.446,0.706,0.000401,0.208,-6.433,0.0628,106.67,0.513,False,1,40,303733,
203,Future & Juice WRLD Present... WRLD ON DRUGS,Future,1,2OsDoAzo5SGq10qwmKSQBv,Jet Lag (feat. Young Scooter),spotify:track:2OsDoAzo5SGq10qwmKSQBv,0.266,0.81,0.458,0.0,0.174,-7.495,0.105,125.049,0.493,True,0,68,271067,
204,This House Is Not For Sale,Bon Jovi,7,2Nvi0cMQRIpgAJGzCVX76w,Born Again Tomorrow,spotify:track:2Nvi0cMQRIpgAJGzCVX76w,0.000827,0.494,0.875,1.03e-05,0.368,-4.189,0.0555,127.063,0.509,False,1,51,211907,
205,Future & Juice WRLD Present... WRLD ON DRUGS,Future,2,2vs5ubqg8QUbfyWZpMfvWe,Astronauts,spotify:track:2vs5ubqg8QUbfyWZpMfvWe,0.0402,0.732,0.586,2.66e-06,0.121,-7.868,0.232,76.48,0.73,True,1,66,169920,
206,Future & Juice WRLD Present... WRLD ON DRUGS,Future,3,5274I4mUMnYczyeXkGDWZN,Fine China,spotify:track:5274I4mUMnYczyeXkGDWZN,0.0484,0.656,0.542,0.0,0.126,-7.358,0.323,166.111,0.551,True,1,79,141587,
207,This House Is Not For Sale,Bon Jovi,9,3QFo0suDaKFdzh5SynvQAI,New Year's Day,spotify:track:3QFo0suDaKFdzh5SynvQAI,0.00537,0.53,0.879,0.0103,0.0937,-4.849,0.134,140.097,0.313,False,1,34,265827,
208,Future & Juice WRLD Present... WRLD ON DRUGS,Future,4,3fFBZvG777xoKyvcrBq7lc,Red Bentley (feat. Young Thug),spotify:track:3fFBZvG777xoKyvcrBq7lc,0.0301,0.903,0.609,1.61e-05,0.179,-7.555,0.237,149.991,0.268,True,0,63,207867,
209,This House Is Not For Sale,Bon Jovi,10,0CcndW9nWYAgr73IHQmBZC,The Devil's In The Temple,spotify:track:0CcndW9nWYAgr73IHQmBZC,0.0164,0.455,0.54,0.0,0.089,-4.393,0.0713,147.082,0.252,False,0,34,197907,
210,Future & Juice WRLD Present... WRLD ON DRUGS,Future,5,2EhJijFUs0WUmNClDBpYJq,Make It Back,spotify:track:2EhJijFUs0WUmNClDBpYJq,0.122,0.75,0.387,0.0,0.0993,-10.123,0.487,143.019,0.739,True,0,67,102560,
