,album,artist_name,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,explicit,mode,popularity,duration_ms,Unnamed: 0
8071,21,Adele,1,4OSBTYWVwsQhGLF9NHvIbR,Rolling in the Deep,spotify:track:4OSBTYWVwsQhGLF9NHvIbR,0.138,0.73,0.769,0.0,0.0473,-5.114,0.0298,104.948,0.507,True,1,85,228093,
8072,21,Adele,2,5mFMb5OHI3cN0UjITVztCj,Rumour Has It,spotify:track:5mFMb5OHI3cN0UjITVztCj,0.615,0.612,0.749,0.0,0.167,-5.014,0.0446,120.052,0.574,False,1,72,223267,
8073,21,Adele,3,2eF2x1BkgilhaZ2AipRY8j,Turning Tables,spotify:track:2eF2x1BkgilhaZ2AipRY8j,0.95,0.353,0.446,1.35e-05,0.132,-6.044,0.0285,155.476,0.211,False,0,73,250000,
8074,21,Adele,5,3di5hcvxxciiqwMH1jarhY,Set Fire to the Rain,spotify:track:3di5hcvxxciiqwMH1jarhY,0.00408,0.603,0.67,1.68e-06,0.112,-3.882,0.0249,107.993,0.446,False,0,81,242974,
8075,21,Adele,8,42Uw9frN5ZVX40mRU3hHFL,I'll Be Waiting,spotify:track:42Uw9frN5ZVX40mRU3hHFL,0.049,0.547,0.848,0.0,0.114,-2.684,0.0367,160.063,0.749,False,1,58,241351,
8076,21,Adele,10,2PPN1HFpVotjq7oJIqQbnx,Lovesong,spotify:track:2PPN1HFpVotjq7oJIqQbnx,0.693,0.689,0.369,0.00236,0.111,-9.407,0.0278,116.885,0.361,False,0,63,316240,
8077,21,Adele,11,3bNv3VuUOKgrf5hu3YcuRo,Someone Like You,spotify:track:3bNv3VuUOKgrf5hu3YcuRo,0.893,0.556,0.319,0.0,0.0996,-8.251,0.0281,135.187,0.294,False,1,84,285240,
8078,21,Adele,4,4RyjMERDcCJHTkFpXzgUw4,Don't You Remember,spotify:track:4RyjMERDcCJHTkFpXzgUw4,0.214,0.644,0.4,0.0,0.0866,-5.713,0.0304,115.025,0.227,False,1,69,243200,
8079,21,Adele,6,3uVsdnIglL7aTjm8X08J0M,He Won't Go,spotify:track:3uVsdnIglL7aTjm8X08J0M,0.0225,0.706,0.57,0.0,0.0754,-7.045,0.086,159.908,0.728,False,0,61,278040,
8080,21,Adele,7,08YJEcxGtYXwCGqXMZDiyQ,Take It All,spotify:track:08YJEcxGtYXwCGqXMZDiyQ,0.957,0.415,0.266,1.18e-06,0.183,-8.44,0.0308,138.096,0.282,False,1,60,228293,
8081,21,Adele,9,43dcCpx19I0R4zLr4KH1UC,One And Only,spotify:track:43dcCpx19I0R4zLr4KH1UC,0.295,0.528,0.468,0.0,0.165,-5.306,0.0287,154.974,0.185,False,1,70,348227,
8082,21,Adele,12,3AmaTTRsE4i43h5SVdbXrL,I Found A Boy,spotify:track:3AmaTTRsE4i43h5SVdbXrL,0.978,0.579,0.191,5.55e-05,0.11,-8.629,0.0385,85.465,0.231,False,1,17,217339,
8083,21,Adele,13,3SpAAvyQHeRrE37dLk5aUx,Turning Tables - Live Acoustic,spotify:track:3SpAAvyQHeRrE37dLk5aUx,0.966,0.352,0.204,0.0,0.771,-10.928,0.0359,88.255,0.284,False,1,15,260510,
8084,21,Adele,14,5LX5zsJe4oXJ0FjmmJICRA,Don't You Remember - Live Acoustic,spotify:track:5LX5zsJe4oXJ0FjmmJICRA,0.915,0.391,0.31,0.0,0.705,-8.57,0.0381,108.104,0.195,False,1,14,258151,
8085,21,Adele,15,38jMszXH1X1L0mGBSvXSTI,Someone Like You - Live Acoustic,spotify:track:38jMszXH1X1L0mGBSvXSTI,0.948,0.345,0.217,0.0,0.701,-9.769,0.0358,81.917,0.189,False,0,16,314731,
8086,19,Adele,1,33rmlXHHEN5K8m5PINMEbb,Chasing Pavements - Live at Hotel Cafe,spotify:track:33rmlXHHEN5K8m5PINMEbb,0.907,0.546,0.266,0.0,0.669,-9.492,0.0389,78.443,0.208,False,0,57,232200,
8087,19,Adele,2,6uzHbGJs6nrQnHfAkADWoT,Melt My Heart To Stone - Live at Hotel Cafe,spotify:track:6uzHbGJs6nrQnHfAkADWoT,0.894,0.454,0.164,0.0,0.515,-8.997,0.0373,97.394,0.193,False,0,45,201867,
8088,19,Adele,3,2sYK3yPdKL0YLHl6TdrYFn,"That's It, I Quit, I'm Movin' On - Live at Hotel Cafe",spotify:track:2sYK3yPdKL0YLHl6TdrYFn,0.845,0.604,0.336,0.0,0.681,-8.695,0.0654,145.17,0.673,False,1,47,127507,
8089,19,Adele,4,0zbKhsL2me1OhTqPOhnkaA,Crazy For You - Live at Hotel Cafe,spotify:track:0zbKhsL2me1OhTqPOhnkaA,0.959,0.488,0.0855,0.0,0.692,-12.385,0.0396,80.544,0.461,False,1,45,223400,
8090,19,Adele,5,1qMsnFyutQSZQheQcp3uAl,Right As Rain - Live at Hotel Cafe,spotify:track:1qMsnFyutQSZQheQcp3uAl,0.819,0.718,0.333,0.0,0.687,-8.855,0.0705,132.742,0.772,False,1,44,212027,
8091,19,Adele,6,6VIrWBZfcY7iJDYk7CeZNP,My Same - Live at Hotel Cafe,spotify:track:6VIrWBZfcY7iJDYk7CeZNP,0.83,0.69,0.384,0.0,0.978,-8.145,0.219,136.434,0.735,False,1,44,185440,
8092,19,Adele,7,3I7sFjGE02t7zNiMz6ILRe,Make You Feel My Love - Live at Hotel Cafe,spotify:track:3I7sFjGE02t7zNiMz6ILRe,0.974,0.449,0.166,3.81e-06,0.665,-12.193,0.0374,143.878,0.107,False,1,52,232200,
8093,19,Adele,8,4fLzX4LHtNfboqXVKdgUSf,Daydreamer - Live at Hotel Cafe,spotify:track:4fLzX4LHtNfboqXVKdgUSf,0.955,0.573,0.147,0.0,0.715,-12.295,0.0391,108.773,0.323,False,1,46,221493,
8094,19,Adele,9,3V79Erdk3uUkrKvohOzbNP,Hometown Glory - Live at Hotel Cafe,spotify:track:3V79Erdk3uUkrKvohOzbNP,0.922,0.436,0.353,0.00519,0.191,-9.365,0.0312,119.143,0.181,False,1,47,228573,
8095,19,Adele,10,6hRSA7yZ3TZCCd8W77UmBB,Many Shades Of Black - Performed by The Raconteurs and Adele,spotify:track:6hRSA7yZ3TZCCd8W77UmBB,0.00323,0.409,0.71,0.0,0.116,-4.918,0.0325,95.248,0.438,False,0,58,268093,
8096,19,Adele,1,1JZkTZEXkLvkR2oQ9PSKuO,Daydreamer,spotify:track:1JZkTZEXkLvkR2oQ9PSKuO,0.964,0.807,0.105,0.0,0.103,-13.188,0.0412,109.014,0.372,False,1,63,220507,
8097,19,Adele,2,6R3jZOdowU5PKFlLTcQogn,Best For Last,spotify:track:6R3jZOdowU5PKFlLTcQogn,0.683,0.561,0.316,0.0,0.108,-10.922,0.326,87.273,0.617,False,0,52,258507,
8098,19,Adele,4,7qxPZTCgQaAe76yhl06vik,Cold Shoulder,spotify:track:7qxPZTCgQaAe76yhl06vik,0.00217,0.65,0.82,0.0,0.133,-5.344,0.047,109.955,0.35,False,1,59,191867,
8099,19,Adele,5,4ctqnEqD3gtjIGouiZaxOH,Crazy For You,spotify:track:4ctqnEqD3gtjIGouiZaxOH,0.91,0.707,0.139,0.0,0.105,-12.3,0.0507,85.868,0.323,False,1,61,208040,
8100,19,Adele,6,1Ujuabe6tYXRDgmTk9j3K9,Melt My Heart To Stone,spotify:track:1Ujuabe6tYXRDgmTk9j3K9,0.346,0.353,0.388,0.0,0.215,-7.091,0.0366,80.67,0.19,False,0,61,203907,
8101,19,Adele,8,6oW04c2E7lebl09WHsBAWO,Right As Rain,spotify:track:6oW04c2E7lebl09WHsBAWO,0.773,0.842,0.679,0.0,0.0891,-5.876,0.0846,137.2,0.918,False,1,57,197347,
8102,19,Adele,10,5IXOdt9lH8dv9tEHV1VGoK,My Same,spotify:track:5IXOdt9lH8dv9tEHV1VGoK,0.482,0.776,0.592,0.0,0.15,-7.459,0.153,126.563,0.724,False,0,51,195653,
8103,19,Adele,11,6ONMnNDySnCsJPBcXWNU05,Tired,spotify:track:6ONMnNDySnCsJPBcXWNU05,0.181,0.801,0.663,0.000535,0.0945,-6.29,0.0485,96.991,0.552,False,1,51,258853,
8104,19,Adele,3,0Z5ok0QLLttAKsujOZYOXf,Chasing Pavements,spotify:track:0Z5ok0QLLttAKsujOZYOXf,0.291,0.616,0.47,0.0,0.111,-6.092,0.0253,80.03,0.325,False,0,76,210507,
8105,19,Adele,9,273QnyCvJB65rScHJ1nPZb,Make You Feel My Love,spotify:track:273QnyCvJB65rScHJ1nPZb,0.907,0.317,0.172,0.000383,0.105,-10.636,0.0326,65.18,0.0963,False,1,80,212040,
8106,19,Adele,12,4zFHwVj4A8s0G5f7aOlpKo,Hometown Glory,spotify:track:4zFHwVj4A8s0G5f7aOlpKo,0.962,0.436,0.336,3.4e-05,0.102,-8.517,0.037,122.456,0.21,True,0,66,271227,
8107,Love For Sale (Deluxe),Tony Bennett,1,5i6SVeYn0jb3yMp9fsQGto,It's De-Lovely,spotify:track:5i6SVeYn0jb3yMp9fsQGto,0.726,0.596,0.471,0.0,0.0158,-5.722,0.138,93.103,0.431,False,1,52,173440,
8108,Love For Sale (Deluxe),Tony Bennett,2,0ZzE3KupbceBjr17DMhWAo,Night And Day,spotify:track:0ZzE3KupbceBjr17DMhWAo,0.61,0.399,0.384,0.0,0.486,-6.981,0.0286,102.31,0.339,False,1,51,222373,
8109,Love For Sale (Deluxe),Tony Bennett,3,4biVNJdcVpAljZjpiO9B4Z,Love For Sale,spotify:track:4biVNJdcVpAljZjpiO9B4Z,0.71,0.588,0.493,0.0,0.0797,-7.331,0.104,104.1,0.518,False,0,55,220787,
8110,Love For Sale (Deluxe),Tony Bennett,4,7fGcPsneoxIweHKdc14vlw,Do I Love You,spotify:track:7fGcPsneoxIweHKdc14vlw,0.888,0.263,0.286,2.56e-06,0.34,-7.986,0.0295,61.842,0.18,False,1,52,288280,
8111,Love For Sale (Deluxe),Tony Bennett,5,6jz5HzDmPuQ24U7u7KfKGw,I've Got You Under My Skin,spotify:track:6jz5HzDmPuQ24U7u7KfKGw,0.804,0.646,0.478,0.0,0.311,-6.57,0.0349,129.443,0.715,False,1,58,185933,
8112,Love For Sale (Deluxe),Tony Bennett,6,1Z2el1XLsdJwt6Kefb2F5p,I Concentrate On You,spotify:track:1Z2el1XLsdJwt6Kefb2F5p,0.539,0.552,0.58,3.3e-06,0.335,-7.307,0.0339,129.544,0.593,False,0,48,236800,
8113,Love For Sale (Deluxe),Tony Bennett,7,6tANJIaIQAFhMxgnafAZd2,I Get A Kick Out Of You,spotify:track:6tANJIaIQAFhMxgnafAZd2,0.811,0.462,0.452,0.0,0.0741,-6.492,0.0511,78.911,0.537,False,0,61,213960,
8114,Love For Sale (Deluxe),Tony Bennett,8,3cvdaHJUFir8IQhHO0XD0j,So In Love,spotify:track:3cvdaHJUFir8IQhHO0XD0j,0.778,0.431,0.396,5.21e-05,0.267,-9.999,0.0284,123.262,0.375,False,1,54,271333,
8115,Love For Sale (Deluxe),Tony Bennett,9,0dImZ1ZhnS1xfhYVkPPeqE,Let's Do It,spotify:track:0dImZ1ZhnS1xfhYVkPPeqE,0.746,0.496,0.455,0.0,0.0792,-6.746,0.0514,130.009,0.426,False,1,50,216493,
8116,Love For Sale (Deluxe),Tony Bennett,10,7kjzAKTVd9umvnChTkzTNd,Dream Dancing,spotify:track:7kjzAKTVd9umvnChTkzTNd,0.695,0.452,0.447,1.38e-06,0.207,-7.37,0.031,132.049,0.31,False,1,47,256280,
8117,Love For Sale (Deluxe),Tony Bennett,11,0Kdtya9rpac1Da89XBZ52O,Just One Of Those Things,spotify:track:0Kdtya9rpac1Da89XBZ52O,0.813,0.352,0.567,8.9e-06,0.3,-6.945,0.0438,202.623,0.78,False,0,46,179947,
8118,Love For Sale (Deluxe),Tony Bennett,12,5ueoGQzXQDQazPcPq5UvOQ,You're The Top,spotify:track:5ueoGQzXQDQazPcPq5UvOQ,0.42,0.573,0.579,0.0,0.129,-5.845,0.173,90.767,0.776,False,1,47,169400,
8119,Dawn Of Chromatica,Lady Gaga,1,050s0Msd1WXkSdG8UjFDEa,Alice - LSDXOXO Remix,spotify:track:050s0Msd1WXkSdG8UjFDEa,0.121,0.908,0.808,0.0688,0.147,-5.424,0.0671,122.948,0.751,False,1,50,160396,
8120,Dawn Of Chromatica,Lady Gaga,2,1Qt19fIi2rcthO6PV30TtE,Stupid Love - COUCOU CHLOE Remix,spotify:track:1Qt19fIi2rcthO6PV30TtE,0.00275,0.772,0.817,0.75,0.158,-5.729,0.146,128.047,0.462,False,1,54,156847,
8121,Dawn Of Chromatica,Lady Gaga,3,5XDghj1KSe2rTWnc5D6mIk,Rain On Me (with Ariana Grande) - Arca Remix,spotify:track:5XDghj1KSe2rTWnc5D6mIk,0.334,0.644,0.637,0.0002,0.341,-8.004,0.0734,122.998,0.306,False,0,53,263473,
8122,Dawn Of Chromatica,Lady Gaga,4,1zF2enE35rzozF1Qu7rLKH,Free Woman - Rina Sawayama & Clarence Clarity Remix,spotify:track:1zF2enE35rzozF1Qu7rLKH,0.0254,0.574,0.961,0.0,0.137,-3.753,0.157,119.053,0.312,False,0,56,233901,
8123,Dawn Of Chromatica,Lady Gaga,5,70FhY7hwautR5xB1qnHzVn,Fun Tonight - Pabllo Vittar Remix,spotify:track:70FhY7hwautR5xB1qnHzVn,0.00693,0.642,0.915,0.0,0.0751,-3.323,0.0367,131.969,0.843,False,1,64,140968,
8124,Dawn Of Chromatica,Lady Gaga,6,4xx8LCv4tUv7PNk6g7VQmY,911 - Charli XCX & A. G. Cook Remix,spotify:track:4xx8LCv4tUv7PNk6g7VQmY,0.146,0.6,0.812,5.56e-06,0.363,-4.799,0.0515,122.908,0.355,False,0,56,253642,
8125,Dawn Of Chromatica,Lady Gaga,7,5053O1zH7ti48DaNx3SS5f,Plastic Doll - Ashnikko Remix,spotify:track:5053O1zH7ti48DaNx3SS5f,0.0339,0.671,0.845,0.0,0.12,-4.12,0.067,145.044,0.834,False,1,61,149527,
8126,Dawn Of Chromatica,Lady Gaga,8,56kudbKiRjWCwiAS3FRHCL,Sour Candy (with BLACKPINK) - Shygirl & Mura Masa Remix,spotify:track:56kudbKiRjWCwiAS3FRHCL,0.143,0.816,0.526,0.384,0.0959,-7.511,0.045,119.972,0.183,False,1,56,225326,
8127,Dawn Of Chromatica,Lady Gaga,9,2JbiP7lLBqtEDtYEBTPZPV,Enigma - Doss Remix,spotify:track:2JbiP7lLBqtEDtYEBTPZPV,0.0182,0.762,0.822,0.173,0.114,-5.878,0.0517,123.971,0.0387,False,1,47,270782,
8128,Dawn Of Chromatica,Lady Gaga,10,6l6XdpIyh6RJ4gmdqoz0D6,Replay - Dorian Electra Remix,spotify:track:6l6XdpIyh6RJ4gmdqoz0D6,0.0053,0.621,0.751,0.0,0.145,-4.304,0.187,124.965,0.491,False,1,55,229407,
8129,Dawn Of Chromatica,Lady Gaga,11,4LgB8rYhW4HVQDfznTMG9I,"Sine From Above (with Elton John) - Chester Lockhart, Mood Killer & Lil Texas Remix",spotify:track:4LgB8rYhW4HVQDfznTMG9I,0.103,0.457,0.73,0.0,0.317,-4.222,0.283,135.904,0.528,False,0,49,250141,
8130,Dawn Of Chromatica,Lady Gaga,12,4Qc8LGqfaOQtWoqNjRumUI,1000 Doves - Planningtorock Remix,spotify:track:4Qc8LGqfaOQtWoqNjRumUI,0.000474,0.66,0.536,0.928,0.337,-8.925,0.0418,129.003,0.379,False,1,45,305167,
8131,Dawn Of Chromatica,Lady Gaga,13,2xw4gYnfIZkH4GO9zPMNVR,Babylon - Bree Runway & Jimmy Edgar Remix,spotify:track:2xw4gYnfIZkH4GO9zPMNVR,0.04,0.814,0.883,0.0,0.383,-5.071,0.0732,115.987,0.502,False,1,53,168173,
8132,Dawn Of Chromatica,Lady Gaga,14,2FJFgTpdYPEYxyKWvch6wE,Babylon - Haus Labs Version,spotify:track:2FJFgTpdYPEYxyKWvch6wE,0.057,0.808,0.967,0.0121,0.176,-3.036,0.0654,111.971,0.76,False,1,54,181534,
8133,BORN THIS WAY THE TENTH ANNIVERSARY,Lady Gaga,1,6xhcrb3BSNxqNVXfH6N1Uj,Marry The Night,spotify:track:6xhcrb3BSNxqNVXfH6N1Uj,0.00103,0.614,0.878,0.00438,0.41,-4.422,0.056,131.094,0.406,False,1,45,264520,
8134,BORN THIS WAY THE TENTH ANNIVERSARY,Lady Gaga,2,1HppjlHM0UO9PuvQJNUoxp,Born This Way,spotify:track:1HppjlHM0UO9PuvQJNUoxp,0.0036,0.586,0.827,0.0,0.328,-5.103,0.151,123.905,0.514,False,1,49,260253,
8135,BORN THIS WAY THE TENTH ANNIVERSARY,Lady Gaga,3,413gxlEcYswbn67BoctrCa,Government Hooker,spotify:track:413gxlEcYswbn67BoctrCa,0.00019,0.672,0.804,0.0603,0.69,-6.778,0.0365,119.979,0.496,False,1,41,254267,
8136,BORN THIS WAY THE TENTH ANNIVERSARY,Lady Gaga,4,5Y3VGpWUYkZWjK5SU4OzZg,Judas,spotify:track:5Y3VGpWUYkZWjK5SU4OzZg,0.000967,0.661,0.937,1.58e-05,0.355,-3.83,0.0744,130.999,0.535,False,0,49,249067,
8137,BORN THIS WAY THE TENTH ANNIVERSARY,Lady Gaga,5,4pucFyZvf4T2e9bEJzWPj9,Americano,spotify:track:4pucFyZvf4T2e9bEJzWPj9,0.000638,0.608,0.842,7.39e-06,0.507,-5.072,0.0328,127.982,0.332,False,1,42,246480,
8138,BORN THIS WAY THE TENTH ANNIVERSARY,Lady Gaga,7,24Zo2F139id196CRv4mwBO,Scheiße,spotify:track:24Zo2F139id196CRv4mwBO,0.00488,0.728,0.97,0.0,0.288,-4.883,0.101,131.054,0.539,False,0,43,225467,
8139,BORN THIS WAY THE TENTH ANNIVERSARY,Lady Gaga,8,2lIgUGoKAZUBfd2LmcHZIC,Bloody Mary,spotify:track:2lIgUGoKAZUBfd2LmcHZIC,0.0134,0.584,0.638,3.06e-06,0.101,-6.437,0.0302,99.97,0.456,False,0,43,244760,
8140,BORN THIS WAY THE TENTH ANNIVERSARY,Lady Gaga,9,3QpOElE7XprWHAyM7QQzJI,Bad Kids,spotify:track:3QpOElE7XprWHAyM7QQzJI,3.73e-05,0.676,0.748,0.00306,0.0813,-6.209,0.0297,119.998,0.426,False,0,38,230947,
8141,BORN THIS WAY THE TENTH ANNIVERSARY,Lady Gaga,10,4NbYMkiMG64WZSJPMr63Dk,Highway Unicorn (Road To Love),spotify:track:4NbYMkiMG64WZSJPMr63Dk,0.000276,0.559,0.767,2.56e-05,0.562,-6.69,0.0358,127.965,0.277,False,1,37,255747,
8142,BORN THIS WAY THE TENTH ANNIVERSARY,Lady Gaga,11,4EIAx0okB6CAZLUsokguZG,Heavy Metal Lover,spotify:track:4EIAx0okB6CAZLUsokguZG,8.17e-05,0.599,0.643,0.19,0.222,-8.463,0.0595,115.978,0.701,False,1,40,252560,
8143,BORN THIS WAY THE TENTH ANNIVERSARY,Lady Gaga,12,5jl9Lf3GEPDda7g88vrU1r,Electric Chapel,spotify:track:5jl9Lf3GEPDda7g88vrU1r,0.00156,0.684,0.916,0.00259,0.282,-4.516,0.0388,128.031,0.82,False,0,37,253227,
8144,BORN THIS WAY THE TENTH ANNIVERSARY,Lady Gaga,14,4PV8rkTerovUljIsaoKHIT,The Edge Of Glory,spotify:track:4PV8rkTerovUljIsaoKHIT,0.000343,0.582,0.772,0.0191,0.11,-6.544,0.0401,127.957,0.36,False,1,43,320587,
8145,BORN THIS WAY THE TENTH ANNIVERSARY,Lady Gaga,4,1RgcI2fWM01P8rvwh0bAtc,Yoü And I,spotify:track:1RgcI2fWM01P8rvwh0bAtc,0.428,0.542,0.334,0.0,0.117,-8.624,0.036,124.428,0.253,False,1,44,282616,
8146,BORN THIS WAY THE TENTH ANNIVERSARY,Lady Gaga,6,5YjAaXIg0SzOGUoGtCgW0V,Born This Way - The Country Road Version,spotify:track:5YjAaXIg0SzOGUoGtCgW0V,0.262,0.676,0.535,0.0,0.102,-8.432,0.0354,117.956,0.567,False,1,37,258107,
8147,Chromatica,Lady Gaga,1,3CGZ7wfk4skmuyQgua1C1K,Chromatica I,spotify:track:3CGZ7wfk4skmuyQgua1C1K,0.0126,0.231,0.457,0.875,0.327,-10.773,0.0318,65.827,0.0588,False,0,58,60400,
8148,Chromatica,Lady Gaga,2,41A89rj3GoMG6ktN37L7PG,Alice,spotify:track:41A89rj3GoMG6ktN37L7PG,0.00334,0.723,0.88,0.0179,0.0632,-4.287,0.038,123.036,0.323,False,0,66,177600,
8149,Chromatica,Lady Gaga,3,7yBbV2k2S2uhaQc24NF2xt,Stupid Love,spotify:track:7yBbV2k2S2uhaQc24NF2xt,0.00173,0.68,0.825,0.000122,0.27,-4.296,0.0702,117.987,0.784,False,1,76,193533,
8150,Chromatica,Lady Gaga,4,7ju97lgwC2rKQ6wwsf9no9,Rain On Me (with Ariana Grande),spotify:track:7ju97lgwC2rKQ6wwsf9no9,0.021,0.672,0.855,0.0,0.323,-3.764,0.0397,123.056,0.646,False,1,81,182200,
8151,Chromatica,Lady Gaga,5,4L6ihclQPu1hqP9r3WNJjQ,Free Woman,spotify:track:4L6ihclQPu1hqP9r3WNJjQ,0.0228,0.731,0.927,7.15e-05,0.187,-3.634,0.0781,119.006,0.478,False,1,66,191467,
8152,Chromatica,Lady Gaga,6,6hyQVqfHFvsJDjcmj4qrHf,Fun Tonight,spotify:track:6hyQVqfHFvsJDjcmj4qrHf,0.364,0.645,0.923,1.06e-06,0.14,-4.262,0.0725,117.945,0.323,False,1,61,173427,
8153,Chromatica,Lady Gaga,7,0oQc0F6KUE7QY7k5TU6bic,Chromatica II,spotify:track:0oQc0F6KUE7QY7k5TU6bic,0.473,0.184,0.297,0.893,0.527,-14.534,0.0359,75.824,0.113,False,1,59,41867,
8154,Chromatica,Lady Gaga,8,6qI0MU175Dk2DeoUjlrOpy,911,spotify:track:6qI0MU175Dk2DeoUjlrOpy,0.0294,0.789,0.813,2.07e-06,0.519,-4.563,0.0374,116.007,0.42,False,1,71,172133,
8155,Chromatica,Lady Gaga,9,3CidPLqWXqgesJlwYVJZdy,Plastic Doll,spotify:track:3CidPLqWXqgesJlwYVJZdy,0.0019,0.743,0.853,3.49e-05,0.0872,-4.842,0.04,121.028,0.422,False,1,60,221667,
8156,Chromatica,Lady Gaga,10,1IWNylpZ477gIVUDpJL66u,Sour Candy (with BLACKPINK),spotify:track:1IWNylpZ477gIVUDpJL66u,0.0604,0.752,0.87,1.12e-05,0.489,-3.812,0.0623,120.006,0.784,False,0,71,157707,
8157,Chromatica,Lady Gaga,11,7JDbfYUHjDzQPFSDh5lzGs,Enigma,spotify:track:7JDbfYUHjDzQPFSDh5lzGs,0.0306,0.669,0.804,0.0,0.694,-4.035,0.036,116.001,0.184,False,1,61,179760,
8158,Chromatica,Lady Gaga,12,7sKbyYeJnITO1Eh9xd0lKd,Replay,spotify:track:7sKbyYeJnITO1Eh9xd0lKd,0.00792,0.658,0.878,0.0,0.944,-3.875,0.123,122.015,0.683,False,1,66,186653,
8159,Chromatica,Lady Gaga,13,6kXRZSe28BawCiEdME8YLk,Chromatica III,spotify:track:6kXRZSe28BawCiEdME8YLk,0.952,0.493,0.373,0.981,0.396,-12.475,0.0524,121.454,0.565,False,1,15,27667,
8160,Chromatica,Lady Gaga,14,0zzsyWc45eUcSjw4FNHxeN,Sine From Above (with Elton John),spotify:track:0zzsyWc45eUcSjw4FNHxeN,0.158,0.642,0.792,9.84e-06,0.68,-5.746,0.0488,122.965,0.0903,False,0,62,244880,
8161,Chromatica,Lady Gaga,15,62hTXlVQacy3pjBW4ntRPl,1000 Doves,spotify:track:62hTXlVQacy3pjBW4ntRPl,0.0236,0.668,0.826,1.07e-05,0.474,-4.466,0.0383,122.973,0.388,False,1,59,215480,
8162,Chromatica,Lady Gaga,16,5DttNeiizFqWUON9hZBqTY,Babylon,spotify:track:5DttNeiizFqWUON9hZBqTY,0.0129,0.698,0.799,5.46e-06,0.215,-4.372,0.0342,115.957,0.351,False,1,63,161733,
8163,A Star Is Born Soundtrack,Cast,2,4HUqrGAZ5f0gHRor7z9BFc,Black Eyes,spotify:track:4HUqrGAZ5f0gHRor7z9BFc,0.000811,0.373,0.937,6.37e-05,0.815,-2.133,0.0834,150.242,0.46,False,0,60,183773,
8164,A Star Is Born Soundtrack,Cast,3,4fIdH1l3SS0qdYRJiHwUnO,Somewhere Over The Rainbow - Dialogue,spotify:track:4fIdH1l3SS0qdYRJiHwUnO,0.953,0.283,0.22,2.35e-06,0.79,-22.951,0.443,150.884,0.334,False,1,57,42040,
8165,A Star Is Born Soundtrack,Cast,4,4ta4r7V0QkZ15H4uyFCKGs,Fabulous French - Dialogue,spotify:track:4ta4r7V0QkZ15H4uyFCKGs,0.807,0.514,0.7,0.0,0.796,-11.251,0.724,101.59,0.863,False,1,6,19493,
8166,A Star Is Born Soundtrack,Cast,5,3WKnfkgwrARwElktHSU5Ik,La Vie En Rose,spotify:track:3WKnfkgwrARwElktHSU5Ik,0.758,0.276,0.405,0.0,0.706,-7.296,0.0329,76.18,0.335,False,1,61,179760,
8167,A Star Is Born Soundtrack,Cast,6,1dm7A3ofkewH84XwajxF1F,I'll Wait For You - Dialogue,spotify:track:1dm7A3ofkewH84XwajxF1F,0.858,0.718,0.128,0.0,0.437,-21.699,0.877,116.575,0.648,False,1,7,19133,
8168,A Star Is Born Soundtrack,Cast,7,6jMbPsH6lTOLs5n8Af26AG,Maybe It's Time,spotify:track:6jMbPsH6lTOLs5n8Af26AG,0.798,0.699,0.282,1.23e-06,0.0981,-7.65,0.0374,79.776,0.359,False,1,64,159293,
8169,A Star Is Born Soundtrack,Cast,8,3i4jlS5TlVjRovgq1ENgaJ,Parking Lot - Dialogue,spotify:track:3i4jlS5TlVjRovgq1ENgaJ,0.766,0.535,0.384,0.0,0.253,-21.937,0.814,133.153,0.386,False,1,54,31427,
8170,A Star Is Born Soundtrack,Cast,9,2ue0yHbKwnsj8HXLLgMzVi,Out Of Time,spotify:track:2ue0yHbKwnsj8HXLLgMzVi,0.173,0.584,0.915,0.822,0.842,-7.339,0.0579,99.983,0.359,False,1,56,172320,
8171,A Star Is Born Soundtrack,Cast,10,05Eq6SWneoZYvKQbm2xN25,Alibi,spotify:track:05Eq6SWneoZYvKQbm2xN25,0.0145,0.285,0.787,0.00043,0.817,-3.641,0.036,175.693,0.636,False,0,57,183227,
8172,A Star Is Born Soundtrack,Cast,11,2FO4bI9MqGN7NQZIr3ROHs,Trust Me - Dialogue,spotify:track:2FO4bI9MqGN7NQZIr3ROHs,0.895,0.423,0.545,6.25e-05,0.96,-14.211,0.508,90.836,0.832,True,0,52,32333,
8173,A Star Is Born Soundtrack,Cast,12,2VxeLyX666F8uXCJ0dZF8B,Shallow,spotify:track:2VxeLyX666F8uXCJ0dZF8B,0.371,0.572,0.385,0.0,0.231,-6.362,0.0308,95.799,0.323,False,1,88,215733,
8174,A Star Is Born Soundtrack,Cast,13,7A5uLkZbEOzHiAlhD2Hr2L,"First Stop, Arizona - Dialogue",spotify:track:7A5uLkZbEOzHiAlhD2Hr2L,0.878,0.0,0.23,0.0,0.194,-23.413,0.0,0.0,0.0,False,1,5,10760,
8175,A Star Is Born Soundtrack,Cast,14,4Z2s8VRI8WEZyU0xeqnlJD,Music To My Eyes,spotify:track:4Z2s8VRI8WEZyU0xeqnlJD,0.392,0.625,0.356,0.00129,0.1,-9.044,0.0319,114.805,0.325,False,1,61,199200,
